transaction_row_id,transaction_id,customer_id,project_id,unit_id,demand_amount,collected_amount,outstanding_amount,discount_amount,refund_amount,payment_delay_days,payment_gap_days,demand_date,payment_date,risk_score,risk_severity,recommended_action,violations_count,violations,anomaly_details,fraud_label,auditor_comments,reviewed_at,uploaded_at,ml_probability,rule_violation_score,z_score_max,iqr_anomaly_score,isolation_forest_score,amount_mismatch_score,delay_risk_score,discount_risk_score,refund_risk_score,final_risk_score,risk_level,detected_anomaly,anomaly_reason
513220,TXN000682,CUST3014,PROJ-1007,B-2409,1721000.0,0.0,1721000.0,0.0,0.0,10,,2024-11-21,,100,CRITICAL,CRITICAL COMPLIANCE THREAT (Score 100)! Multiple statistical and machine learning engines have flagged this transaction. Assign a senior forensic auditor immediately to review documentation.; [RV-08] - Sequential gap in transaction IDs detected. Audit database for missing or deleted invoice records.; [SOP-Z-OUTSTANDING_AMOUNT] - Audit massive outstanding balance mismatch. Reconcile ledger manual entries.; [SOP-IQR-OUTLIER] - Statistical IQR Bounds Outlier: outstanding_amount (IQR=403250.00); [SOP-ML-OUTLIER] - ML Outlier Reconciliations: Abnormal combination of financial and temporal behavior,1,"[{'rule_id': 'RV-08', 'description': 'transaction_id sequential gap > 1000'}]","{'zscore_flagged': True, 'zscore_reason': 'outstanding_amount (Z=3.47)', 'iqr_flagged': True, 'iqr_reason': 'outstanding_amount (IQR=403250.00)', 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 3 different real-estate projects.'}], 'isolation_forest_flagged': True, 'isolation_forest_score': -0.0617, 'isolation_forest_reason': 'Abnormal combination of financial and temporal behavior'}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.9495714992031996,25,3.4733,20,-0.0617,0.0,50,0,0,100,CRITICAL,True,[RV-08] transaction_id sequential gap > 1000; [Z-Score Outlier] outstanding_amount (Z=3.47); [IQR Outlier] outstanding_amount (IQR=403250.00); [High Credit / Speculation Exposure] Customer is linked to 3 different real-estate projects.; [ML Outlier] Abnormal combination of financial and temporal behavior
513803,TXN000683,CUST8417,PROJ-1005,C-0811,1158000.0,1158000.0,0.0,0.0,0.0,1,1.0,2025-12-09,2025-12-10,25,MEDIUM,"Medium Policy Variance. Minor transaction delays, distribution shifts, or isolated statistical anomalies. Flag for validation check during routine quarterly financial closing procedures.; [RV-08] - Sequential gap in transaction IDs detected. Audit database for missing or deleted invoice records.",1,"[{'rule_id': 'RV-08', 'description': 'transaction_id sequential gap > 1000'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': False, 'groupwise_anomalies_count': 0, 'groupwise_anomalies': [], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.9532468443670392,25,0.642,0,0.0,0.0,5,0,0,25,MEDIUM,True,[RV-08] transaction_id sequential gap > 1000
513512,TXN000684,CUST8807,PROJ-1001,A-2901,1033000.0,1033000.0,0.0,0.0,0.0,7,7.0,2025-02-06,2025-02-13,40,MEDIUM,"Medium Policy Variance. Minor transaction delays, distribution shifts, or isolated statistical anomalies. Flag for validation check during routine quarterly financial closing procedures.; [SOP-GW-BURST] - Reconcile automated invoicing triggers. Check sequential timestamps for billing loop glitches.",0,[],"{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 2, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 2 different real-estate projects.'}, {'case': 'Bulk System Glitch Flag', 'reason': 'System daily demand volume (10 invoices) exceeds upper global threshold (6.0).'}], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.86978353181061,0,0.5959,0,0.0,0.0,35,0,0,40,MEDIUM,True,[High Credit / Speculation Exposure] Customer is linked to 2 different real-estate projects.; [Bulk System Glitch Flag] System daily demand volume (10 invoices) exceeds upper global threshold (6.0).
511801,TXN000685,CUST9825,PROJ-1002,A-2911,1205000.0,1146000.0,0.0,59000.0,0.0,2,2.0,2025-01-31,2025-02-02,80,CRITICAL,CRITICAL COMPLIANCE THREAT (Score 80)! Multiple statistical and machine learning engines have flagged this transaction. Assign a senior forensic auditor immediately to review documentation.; [RV-32] - Verify holiday/weekend collection voucher. Confirm bank clearings and check deposit timestamps.; [SOP-IQR-OUTLIER] - Statistical IQR Bounds Outlier: discount_amount (IQR=1.00); [SOP-GW-BURST] - Reconcile automated invoicing triggers. Check sequential timestamps for billing loop glitches.; [SOP-ML-OUTLIER] - ML Outlier Reconciliations: Abnormal combination of financial and temporal behavior,1,"[{'rule_id': 'RV-32', 'description': 'payment_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': True, 'iqr_reason': 'discount_amount (IQR=1.00)', 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'Bulk System Glitch Flag', 'reason': 'System daily demand volume (9 invoices) exceeds upper global threshold (6.0).'}], 'isolation_forest_flagged': True, 'isolation_forest_score': -0.0453, 'isolation_forest_reason': 'Abnormal combination of financial and temporal behavior'}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.991341768138118,25,1.2205,20,-0.0453,0.0,10,4,0,80,CRITICAL,True,[RV-32] payment_date falls on weekend or public holiday; [IQR Outlier] discount_amount (IQR=1.00); [Bulk System Glitch Flag] System daily demand volume (9 invoices) exceeds upper global threshold (6.0).; [ML Outlier] Abnormal combination of financial and temporal behavior
513794,TXN000686,CUST3044,PROJ-1001,D-1204,510000.0,0.0,510000.0,0.0,6000.0,6,,2025-01-01,,100,CRITICAL,CRITICAL COMPLIANCE THREAT (Score 100)! Multiple statistical and machine learning engines have flagged this transaction. Assign a senior forensic auditor immediately to review documentation.; [RV-08] - Sequential gap in transaction IDs detected. Audit database for missing or deleted invoice records.; [RV-17] - Refund exceeds collection. High risk fraud alert. Audit refund authorization records immediately.; [RV-19] - Ledger mismatch: Outstanding != Demand - Collected - Discount + Refund. Reconcile manual postings.; [RV-21] - Unsecured Refund. Refund issued with zero collections. Reconcile reference slips for phantom receipts.; [RV-31] - Verify holiday/weekend billing authorization. Ensure invoice generation complies with bank operating hours.; [SOP-IQR-OUTLIER] - Statistical IQR Bounds Outlier: refund_amount (IQR=1.00); [SOP-ML-OUTLIER] - ML Outlier Reconciliations: Abnormal combination of financial and temporal behavior,5,"[{'rule_id': 'RV-08', 'description': 'transaction_id sequential gap > 1000'}, {'rule_id': 'RV-17', 'description': 'refund_amount > collected_amount'}, {'rule_id': 'RV-19', 'description': 'Outstanding amount mismatch'}, {'rule_id': 'RV-21', 'description': 'refund_amount > 0 but collected_amount = 0'}, {'rule_id': 'RV-31', 'description': 'demand_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': True, 'iqr_reason': 'refund_amount (IQR=1.00)', 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 3 different real-estate projects.'}], 'isolation_forest_flagged': True, 'isolation_forest_score': -0.0394, 'isolation_forest_reason': 'Abnormal combination of financial and temporal behavior'}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.9714315458972912,125,1.3912,20,-0.0394,6000.0,30,0,100,100,CRITICAL,True,[RV-08] transaction_id sequential gap > 1000; [RV-17] refund_amount > collected_amount; [RV-19] Outstanding amount mismatch; [RV-21] refund_amount > 0 but collected_amount = 0; [RV-31] demand_date falls on weekend or public holiday; [IQR Outlier] refund_amount (IQR=1.00); [High Credit / Speculation Exposure] Customer is linked to 3 different real-estate projects.; [ML Outlier] Abnormal combination of financial and temporal behavior
513179,TXN000687,CUST5967,PROJ-1002,B-0808,839000.0,273000.0,566000.0,0.0,0.0,29,29.0,2024-07-19,2024-08-17,50,HIGH,HIGH RISK WATCHLIST. Multiple rule violations and outlier flags detected. Conduct a standard forensic ledger audit and require management sign-off before archiving.; [RV-32] - Verify holiday/weekend collection voucher. Confirm bank clearings and check deposit timestamps.; [SOP-ML-OUTLIER] - ML Outlier Reconciliations: Abnormal combination of financial and temporal behavior,1,"[{'rule_id': 'RV-32', 'description': 'payment_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': False, 'groupwise_anomalies_count': 0, 'groupwise_anomalies': [], 'isolation_forest_flagged': True, 'isolation_forest_score': -0.0102, 'isolation_forest_reason': 'Abnormal combination of financial and temporal behavior'}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.74038861078354,25,1.0897,0,-0.0102,0.0,100,0,0,50,HIGH,True,[RV-32] payment_date falls on weekend or public holiday; [ML Outlier] Abnormal combination of financial and temporal behavior
514137,TXN000688,CUST2817,PROJ-1007,C-1909,679000.0,679000.0,0.0,0.0,0.0,9,9.0,2025-11-29,2025-12-08,90,CRITICAL,CRITICAL COMPLIANCE THREAT (Score 90)! Multiple statistical and machine learning engines have flagged this transaction. Assign a senior forensic auditor immediately to review documentation.; [RV-08] - Sequential gap in transaction IDs detected. Audit database for missing or deleted invoice records.; [RV-31] - Verify holiday/weekend billing authorization. Ensure invoice generation complies with bank operating hours.,2,"[{'rule_id': 'RV-08', 'description': 'transaction_id sequential gap > 1000'}, {'rule_id': 'RV-31', 'description': 'demand_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 3 different real-estate projects.'}], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.7898068208437867,50,0.7214,0,0.0,0.0,45,0,0,90,CRITICAL,True,[RV-08] transaction_id sequential gap > 1000; [RV-31] demand_date falls on weekend or public holiday; [High Credit / Speculation Exposure] Customer is linked to 3 different real-estate projects.
513270,TXN000689,CUST2070,PROJ-1003,E-0512,367000.0,367000.0,0.0,0.0,0.0,13,13.0,2025-06-19,2025-07-02,40,MEDIUM,"Medium Policy Variance. Minor transaction delays, distribution shifts, or isolated statistical anomalies. Flag for validation check during routine quarterly financial closing procedures.",0,[],"{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 3 different real-estate projects.'}], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.3491880936284596,0,1.325,0,0.0,0.0,65,0,0,40,MEDIUM,True,[High Credit / Speculation Exposure] Customer is linked to 3 different real-estate projects.
512196,TXN000690,CUST4143,PROJ-1005,A-2311,2289000.0,2289000.0,0.0,0.0,0.0,10,10.0,2025-03-13,2025-03-23,100,CRITICAL,CRITICAL COMPLIANCE THREAT (Score 100)! Multiple statistical and machine learning engines have flagged this transaction. Assign a senior forensic auditor immediately to review documentation.; [RV-32] - Verify holiday/weekend collection voucher. Confirm bank clearings and check deposit timestamps.; [SOP-IQR-OUTLIER] - Statistical IQR Bounds Outlier: collected_amount (IQR=748500.00); [SOP-ML-OUTLIER] - ML Outlier Reconciliations: Abnormal combination of financial and temporal behavior,1,"[{'rule_id': 'RV-32', 'description': 'payment_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': True, 'iqr_reason': 'collected_amount (IQR=748500.00)', 'groupwise_flagged': True, 'groupwise_anomalies_count': 2, 'groupwise_anomalies': [{'case': 'Collection Outlier Flag', 'reason': 'Collection (2,289,000) exceeds local fence (2,239,375)'}, {'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 2 different real-estate projects.'}], 'isolation_forest_flagged': True, 'isolation_forest_score': -0.0105, 'isolation_forest_reason': 'Abnormal combination of financial and temporal behavior'}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.917376941321289,25,2.6278,20,-0.0105,0.0,50,0,0,100,CRITICAL,True,"[RV-32] payment_date falls on weekend or public holiday; [IQR Outlier] collected_amount (IQR=748500.00); [Collection Outlier Flag] Collection (2,289,000) exceeds local fence (2,239,375); [High Credit / Speculation Exposure] Customer is linked to 2 different real-estate projects.; [ML Outlier] Abnormal combination of financial and temporal behavior"
511788,TXN000691,CUST6292,PROJ-1001,D-2807,928000.0,928000.0,0.0,0.0,0.0,20,20.0,2024-02-14,2024-03-05,0,LOW,Safe Ledger Entry. No material rule violations or anomalous outlier signatures detected. Approved for standard financial archiving.,0,[],"{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': False, 'groupwise_anomalies_count': 0, 'groupwise_anomalies': [], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.0124666006001961,0,0.5959,0,0.0,0.0,100,0,0,0,LOW,False,No anomalies detected
513918,TXN000692,CUST1769,PROJ-1004,C-3007,1941000.0,1941000.0,0.0,0.0,0.0,15,15.0,2025-08-08,2025-08-23,65,HIGH,HIGH RISK WATCHLIST. Multiple rule violations and outlier flags detected. Conduct a standard forensic ledger audit and require management sign-off before archiving.; [RV-32] - Verify holiday/weekend collection voucher. Confirm bank clearings and check deposit timestamps.,1,"[{'rule_id': 'RV-32', 'description': 'payment_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 2 different real-estate projects.'}], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.5337329496307338,25,2.0168,0,0.0,0.0,75,0,0,65,HIGH,True,[RV-32] payment_date falls on weekend or public holiday; [High Credit / Speculation Exposure] Customer is linked to 2 different real-estate projects.
513046,TXN000693,CUST7943,PROJ-1004,A-3004,772000.0,167000.0,605000.0,0.0,0.0,15,15.0,2025-03-18,2025-04-02,25,MEDIUM,"Medium Policy Variance. Minor transaction delays, distribution shifts, or isolated statistical anomalies. Flag for validation check during routine quarterly financial closing procedures.; [RV-08] - Sequential gap in transaction IDs detected. Audit database for missing or deleted invoice records.",1,"[{'rule_id': 'RV-08', 'description': 'transaction_id sequential gap > 1000'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': False, 'groupwise_anomalies_count': 0, 'groupwise_anomalies': [], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.6013953931684733,25,1.098,0,0.0,0.0,75,0,0,25,MEDIUM,True,[RV-08] transaction_id sequential gap > 1000
513103,TXN000694,CUST5102,PROJ-1006,B-0408,957000.0,957000.0,0.0,0.0,0.0,26,26.0,2024-08-30,2024-09-25,0,LOW,Safe Ledger Entry. No material rule violations or anomalous outlier signatures detected. Approved for standard financial archiving.,0,[],"{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': False, 'groupwise_anomalies_count': 0, 'groupwise_anomalies': [], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.0116704101939645,0,0.9153,0,0.0,0.0,100,0,0,0,LOW,False,No anomalies detected
512290,TXN000695,CUST2567,PROJ-1008,D-1902,332000.0,205000.0,127000.0,0.0,0.0,0,0.0,2024-05-10,2024-05-10,40,MEDIUM,"Medium Policy Variance. Minor transaction delays, distribution shifts, or isolated statistical anomalies. Flag for validation check during routine quarterly financial closing procedures.",0,[],"{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 2 different real-estate projects.'}], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.9013178225657024,0,1.3927,0,0.0,0.0,0,0,0,40,MEDIUM,True,[High Credit / Speculation Exposure] Customer is linked to 2 different real-estate projects.
513004,TXN000696,CUST1897,PROJ-1008,C-2011,569000.0,249000.0,316000.0,4000.0,0.0,13,13.0,2025-09-24,2025-10-07,60,HIGH,HIGH RISK WATCHLIST. Multiple rule violations and outlier flags detected. Conduct a standard forensic ledger audit and require management sign-off before archiving.; [SOP-IQR-OUTLIER] - Statistical IQR Bounds Outlier: discount_amount (IQR=1.00),0,[],"{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': True, 'iqr_reason': 'discount_amount (IQR=1.00)', 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 3 different real-estate projects.'}], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.7959374415819088,0,0.954,20,0.0,0.0,65,0,0,60,HIGH,True,[IQR Outlier] discount_amount (IQR=1.00); [High Credit / Speculation Exposure] Customer is linked to 3 different real-estate projects.
514271,TXN000697,CUST1173,PROJ-1004,D-1308,1150000.0,0.0,1150000.0,0.0,0.0,14,,2024-01-27,,100,CRITICAL,CRITICAL COMPLIANCE THREAT (Score 100)! Multiple statistical and machine learning engines have flagged this transaction. Assign a senior forensic auditor immediately to review documentation.; [RV-08] - Sequential gap in transaction IDs detected. Audit database for missing or deleted invoice records.; [RV-31] - Verify holiday/weekend billing authorization. Ensure invoice generation complies with bank operating hours.; [SOP-IQR-OUTLIER] - Statistical IQR Bounds Outlier: outstanding_amount (IQR=403250.00); [SOP-ML-OUTLIER] - ML Outlier Reconciliations: Abnormal combination of financial and temporal behavior,2,"[{'rule_id': 'RV-08', 'description': 'transaction_id sequential gap > 1000'}, {'rule_id': 'RV-31', 'description': 'demand_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': True, 'iqr_reason': 'outstanding_amount (IQR=403250.00)', 'groupwise_flagged': True, 'groupwise_anomalies_count': 3, 'groupwise_anomalies': [{'case': 'Demand Outlier Flag', 'reason': 'Demand (1,150,000) exceeds local fence (138,000)'}, {'case': 'Phantom Billing Flag', 'reason': 'Owed/Demand ratio (1.00) exceeds local fence (0.94) - Potential Phantom Billing'}, {'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 3 different real-estate projects.'}], 'isolation_forest_flagged': True, 'isolation_forest_score': -0.0803, 'isolation_forest_reason': 'Abnormal combination of financial and temporal behavior'}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.9680514440240782,50,2.1232,20,-0.0803,0.0,70,0,0,100,CRITICAL,True,"[RV-08] transaction_id sequential gap > 1000; [RV-31] demand_date falls on weekend or public holiday; [IQR Outlier] outstanding_amount (IQR=403250.00); [Demand Outlier Flag] Demand (1,150,000) exceeds local fence (138,000); [Phantom Billing Flag] Owed/Demand ratio (1.00) exceeds local fence (0.94) - Potential Phantom Billing; [High Credit / Speculation Exposure] Customer is linked to 3 different real-estate projects.; [ML Outlier] Abnormal combination of financial and temporal behavior"
514060,TXN000698,CUST4153,PROJ-1006,A-0401,2496000.0,2395000.0,0.0,101000.0,0.0,7,7.0,2025-10-14,2025-10-21,85,CRITICAL,"CRITICAL COMPLIANCE THREAT (Score 85)! Multiple statistical and machine learning engines have flagged this transaction. Assign a senior forensic auditor immediately to review documentation.; [RV-08] - Sequential gap in transaction IDs detected. Audit database for missing or deleted invoice records.; [SOP-IQR-OUTLIER] - Statistical IQR Bounds Outlier: demand_amount (IQR=724000.00), collected_amount (IQR=748500.00), discount_amount (IQR=1.00)",1,"[{'rule_id': 'RV-08', 'description': 'transaction_id sequential gap > 1000'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': True, 'iqr_reason': 'demand_amount (IQR=724000.00), collected_amount (IQR=748500.00), discount_amount (IQR=1.00)', 'groupwise_flagged': True, 'groupwise_anomalies_count': 3, 'groupwise_anomalies': [{'case': 'Demand Outlier Flag', 'reason': 'Demand (2,496,000) exceeds local fence (2,347,500)'}, {'case': 'Collection Outlier Flag', 'reason': 'Collection (2,395,000) exceeds local fence (2,294,500)'}, {'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 2 different real-estate projects.'}], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.974306069173172,25,2.8139,20,0.0,0.0,35,4,0,85,CRITICAL,True,"[RV-08] transaction_id sequential gap > 1000; [IQR Outlier] demand_amount (IQR=724000.00), collected_amount (IQR=748500.00), discount_amount (IQR=1.00); [Demand Outlier Flag] Demand (2,496,000) exceeds local fence (2,347,500); [Collection Outlier Flag] Collection (2,395,000) exceeds local fence (2,294,500); [High Credit / Speculation Exposure] Customer is linked to 2 different real-estate projects."
512004,TXN000699,CUST7897,PROJ-1006,D-2410,695000.0,695000.0,0.0,0.0,0.0,8,8.0,2024-11-15,2024-11-23,100,CRITICAL,CRITICAL COMPLIANCE THREAT (Score 100)! Multiple statistical and machine learning engines have flagged this transaction. Assign a senior forensic auditor immediately to review documentation.; [RV-08] - Sequential gap in transaction IDs detected. Audit database for missing or deleted invoice records.; [RV-32] - Verify holiday/weekend collection voucher. Confirm bank clearings and check deposit timestamps.,2,"[{'rule_id': 'RV-08', 'description': 'transaction_id sequential gap > 1000'}, {'rule_id': 'RV-32', 'description': 'payment_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'Rapid Unit Reassignment Flag', 'reason': 'Physical property unit reassigned across 3 unique customers in a 15-day window.'}], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.8598334431360418,50,0.6904,0,0.0,0.0,40,0,0,100,CRITICAL,True,[RV-08] transaction_id sequential gap > 1000; [RV-32] payment_date falls on weekend or public holiday; [Rapid Unit Reassignment Flag] Physical property unit reassigned across 3 unique customers in a 15-day window.
513690,TXN000700,CUST6098,PROJ-1006,E-2909,755000.0,755000.0,0.0,0.0,0.0,7,7.0,2024-01-09,2024-01-16,40,MEDIUM,"Medium Policy Variance. Minor transaction delays, distribution shifts, or isolated statistical anomalies. Flag for validation check during routine quarterly financial closing procedures.; [SOP-GW-BURST] - Reconcile automated invoicing triggers. Check sequential timestamps for billing loop glitches.",0,[],"{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 2, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 3 different real-estate projects.'}, {'case': 'Bulk System Glitch Flag', 'reason': 'System daily demand volume (10 invoices) exceeds upper global threshold (6.0).'}], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.3767464938310905,0,0.5959,0,0.0,0.0,35,0,0,40,MEDIUM,True,[High Credit / Speculation Exposure] Customer is linked to 3 different real-estate projects.; [Bulk System Glitch Flag] System daily demand volume (10 invoices) exceeds upper global threshold (6.0).
513016,TXN000701,CUST1939,PROJ-1003,B-1709,521000.0,167000.0,354000.0,0.0,0.0,4,4.0,2024-03-11,2024-03-15,0,LOW,Safe Ledger Entry. No material rule violations or anomalous outlier signatures detected. Approved for standard financial archiving.,0,[],"{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': False, 'groupwise_anomalies_count': 0, 'groupwise_anomalies': [], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.1524692101967549,0,1.098,0,0.0,0.0,20,0,0,0,LOW,False,No anomalies detected
513760,TXN000702,CUST8657,PROJ-1008,E-2306,2187000.0,2187000.0,0.0,0.0,0.0,1,1.0,2024-06-15,2024-06-16,100,CRITICAL,CRITICAL COMPLIANCE THREAT (Score 100)! Multiple statistical and machine learning engines have flagged this transaction. Assign a senior forensic auditor immediately to review documentation.; [RV-31] - Verify holiday/weekend billing authorization. Ensure invoice generation complies with bank operating hours.; [RV-32] - Verify holiday/weekend collection voucher. Confirm bank clearings and check deposit timestamps.; [SOP-ML-OUTLIER] - ML Outlier Reconciliations: Abnormal combination of financial and temporal behavior,2,"[{'rule_id': 'RV-31', 'description': 'demand_date falls on weekend or public holiday'}, {'rule_id': 'RV-32', 'description': 'payment_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'Collection Outlier Flag', 'reason': 'Collection (2,187,000) exceeds local fence (2,166,375)'}], 'isolation_forest_flagged': True, 'isolation_forest_score': -0.0756, 'isolation_forest_reason': 'Abnormal combination of financial and temporal behavior'}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.9906146073335264,50,2.4487,0,-0.0756,0.0,5,0,0,100,CRITICAL,True,"[RV-31] demand_date falls on weekend or public holiday; [RV-32] payment_date falls on weekend or public holiday; [Collection Outlier Flag] Collection (2,187,000) exceeds local fence (2,166,375); [ML Outlier] Abnormal combination of financial and temporal behavior"
512858,TXN000703,CUST9125,PROJ-1001,B-3001,841000.0,841000.0,0.0,0.0,0.0,15,15.0,2024-12-05,2024-12-20,0,LOW,Safe Ledger Entry. No material rule violations or anomalous outlier signatures detected. Approved for standard financial archiving.,0,[],"{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': False, 'groupwise_anomalies_count': 0, 'groupwise_anomalies': [], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.0152673485415944,0,0.5959,0,0.0,0.0,75,0,0,0,LOW,False,No anomalies detected
