transaction_id,customer_id,project_id,unit_id,demand_amount,collected_amount,outstanding_amount,discount_amount,refund_amount,payment_delay_days,demand_date,payment_date
TXN000901,CUST2278,PROJ-1004,A-1601,614000,614000,0,0,0,1,2025-05-14,2025-05-15
TXN000023,CUST6138,PROJ-1001,A-0210,1027000,1027000,0,0,0,1,2025-06-04,2025-06-05
TXN000665,CUST9020,PROJ-1008,D-2703,1130000,781000,307000,42000,0,12,2024-04-30,2024-05-12
TXN002323,CUST7005,PROJ-1008,C-1503,608000,608000,0,0,0,23,2025-05-14,2025-06-06
TXN000803,CUST8586,PROJ-1001,E-2808,487000,474000,0,13000,0,21,2024-12-24,2025-01-14
TXN001507,CUST7094,PROJ-1006,C-1403,863000,303000,560000,0,0,0,2025-03-20,2025-03-20
TXN001338,CUST3769,PROJ-1005,C-2205,670000,670000,0,0,0,14,2024-04-09,2024-04-23
TXN001618,CUST4568,PROJ-1003,B-1905,1409000,299000,1110000,0,0,7,2025-02-06,2025-02-13
TXN002044,CUST4127,PROJ-1007,E-2206,1334000,1334000,0,0,0,6,2025-08-10,2025-08-16
TXN000204,CUST2294,PROJ-1007,C-1308,1510000,1070000,440000,0,0,30,2025-10-31,2025-11-30
TXN002118,CUST6490,PROJ-1006,A-2206,776000,776000,0,0,0,0,2024-06-06,2024-06-06
TXN002154,CUST2229,PROJ-1005,A-0511,1097000,0,1097000,0,0,18,2025-04-22,
TXN000315,CUST3120,PROJ-1002,E-1411,923000,923000,0,0,0,2,2025-06-30,2025-07-02
TXN002465,CUST4643,PROJ-1007,A-0811,1006000,356000,650000,0,0,6,2025-03-15,2025-03-21
TXN002549,CUST5299,PROJ-1001,A-3009,1131000,1131000,0,0,8000,-4,2024-02-14,2024-02-10
TXN002420,CUST7607,PROJ-1002,D-1710,749000,749000,0,0,19000,5,2024-07-30,2024-08-04
TXN000552,CUST5803,PROJ-1001,D-2209,1097000,411000,686000,0,0,0,2024-03-05,2024-03-05
TXN001517,CUST9910,PROJ-1004,E-0312,2468000,2468000,0,0,0,4,2024-01-04,2024-01-08
TXN001528,CUST3946,PROJ-1002,B-1310,457000,114000,343000,0,0,7,2024-06-10,2024-06-17
TXN002467,CUST1253,PROJ-1008,B-1003,1654000,0,1654000,0,0,1,2025-04-06,
TXN000814,CUST5411,PROJ-1002,C-0906,759000,759000,0,0,0,11,2024-02-23,2024-03-05
TXN000719,CUST6581,PROJ-1008,A-1104,1308000,1308000,0,0,0,0,2025-07-25,2025-07-25
TXN001593,CUST5587,PROJ-1006,A-0202,1045000,1045000,0,0,0,11,2024-06-13,2024-06-24
TXN002470,CUST3815,PROJ-1006,D-2601,783000,759000,0,24000,0,7,2025-12-25,2026-01-01
TXN000558,CUST6246,PROJ-1008,B-0112,2064000,2064000,0,0,0,28,2024-10-23,2024-11-20
TXN000183,CUST8429,PROJ-1001,B-1707,1091000,465000,598000,28000,0,13,2024-01-04,2024-01-17
TXN001728,CUST7854,PROJ-1001,A-2907,1369000,713000,599000,57000,0,2,2024-06-10,2024-06-12
TXN002202,CUST7022,PROJ-1005,A-0105,1156000,1150000,0,6000,0,6,2025-08-04,2025-08-10
TXN002412,CUST9662,PROJ-1007,D-2706,1222000,1222000,0,0,0,25,2025-11-10,2025-12-05
TXN001258,CUST8449,PROJ-1002,D-2406,1092000,353000,718000,21000,0,1,2025-02-24,2025-02-25
TXN000276,CUST9674,PROJ-1008,C-2510,767000,555000,185000,27000,0,14,2024-02-27,2024-03-12
TXN000114,CUST6083,PROJ-1007,C-0806,680000,680000,0,0,0,5,2024-12-23,2024-12-28
TXN002060,CUST8699,PROJ-1006,A-2402,521000,521000,0,0,0,4,2025-09-29,2025-10-03
TXN000660,CUST7926,PROJ-1005,E-0412,496000,496000,0,0,0,25,2025-10-28,2025-11-22
TXN000005,CUST4150,PROJ-1006,A-0211,903000,387000,516000,0,0,10,2025-04-09,2025-04-19
TXN001321,CUST1662,PROJ-1002,B-2905,905000,877000,0,28000,0,14,2024-07-15,2024-07-29
TXN000935,CUST3858,PROJ-1002,B-1211,1712000,1712000,0,0,0,4,2025-11-05,2025-11-09
TXN000851,CUST7672,PROJ-1006,E-0409,625000,625000,0,0,0,4,2024-02-08,2024-02-12
TXN001901,CUST5771,PROJ-1001,E-0704,1033000,0,1033000,0,0,18,2025-01-20,
TXN001586,CUST7228,PROJ-1003,A-1002,1012000,1012000,0,0,0,25,2024-05-22,2024-06-16
TXN000039,CUST8618,PROJ-1006,D-1511,1136000,343000,793000,0,0,4,2024-03-27,2024-03-31
TXN001642,CUST5173,PROJ-1005,C-2101,952000,952000,0,0,0,12,2024-07-12,2024-07-24
TXN000493,CUST7288,PROJ-1008,A-1104,1904000,1003000,901000,0,0,2,2024-08-29,2024-08-31
TXN001481,CUST2037,PROJ-1003,D-2204,1064000,0,1064000,0,0,18,2025-11-02,
TXN000589,CUST7285,PROJ-1002,D-1107,982000,708000,261000,13000,0,7,2024-06-17,2024-06-24
TXN002083,CUST8449,PROJ-1001,E-0504,1317000,1278000,0,39000,0,3,2024-08-24,2024-08-27
TXN000805,CUST4704,PROJ-1005,D-1306,1182000,313000,869000,0,0,11,2025-03-25,2025-04-05
TXN000341,CUST5482,PROJ-1004,D-1105,1344000,498000,814000,32000,0,7,2025-12-19,2025-12-26
TXN000469,CUST9169,PROJ-1008,E-2601,2035000,2035000,0,0,0,6,2025-02-23,2025-03-01
TXN001426,CUST2192,PROJ-1007,B-0109,1348000,387000,961000,0,0,15,2024-07-13,2024-07-28
TXN002425,CUST2709,PROJ-1008,C-1105,1237000,1237000,0,0,0,0,2025-02-06,2025-02-06
TXN000410,CUST8801,PROJ-1006,D-2809,1375000,421000,954000,0,0,6,2025-09-03,2025-09-09
TXN002038,CUST6301,PROJ-1008,D-1912,2305000,2236000,0,69000,0,14,2025-02-06,2025-02-20
TXN000134,CUST9443,PROJ-1001,E-0812,905000,905000,0,0,0,2,2025-03-02,2025-03-04
TXN000091,CUST5295,PROJ-1006,E-1311,914000,914000,0,0,0,4,2025-07-28,2025-08-01
TXN001021,CUST5157,PROJ-1006,E-3001,1573000,1546000,0,27000,0,12,2025-12-13,2025-12-25
TXN001847,CUST6439,PROJ-1003,A-1802,573000,0,573000,0,0,18,2024-12-20,
TXN000403,CUST5256,PROJ-1006,C-1209,1540000,1540000,0,0,0,27,2025-11-26,2025-12-23
TXN000101,CUST9984,PROJ-1005,C-1310,1618000,1618000,0,0,0,1,2025-12-19,2025-12-20
TXN000273,CUST3435,PROJ-1008,A-2010,1515000,738000,777000,0,0,4,2024-03-30,2024-04-03
TXN001544,CUST8214,PROJ-1007,C-3009,1095000,1095000,0,0,0,9,2024-12-14,2024-12-23
TXN001711,CUST5081,PROJ-1006,A-0605,1021000,973000,0,48000,0,8,2025-08-18,2025-08-26
TXN001649,CUST9667,PROJ-1006,D-1301,1554000,675000,879000,0,0,8,2025-12-07,2025-12-15
TXN000909,CUST1050,PROJ-1005,A-0609,2000000,604000,1396000,0,0,1,2025-11-28,2025-11-29
TXN000432,CUST2276,PROJ-1005,B-1702,421000,421000,0,0,0,8,2024-09-11,2024-09-19
TXN001147,CUST3381,PROJ-1004,A-1004,553000,553000,0,0,0,2,2025-08-04,2025-08-06
TXN000718,CUST7512,PROJ-1003,B-0812,1097000,1097000,0,0,0,12,2025-04-24,2025-05-06
TXN000717,CUST5906,PROJ-1001,C-2706,925000,925000,0,0,0,7,2025-10-31,2025-11-07
TXN001289,CUST7187,PROJ-1002,B-2607,829000,829000,0,0,0,22,2024-10-24,2024-11-15
TXN000450,CUST1312,PROJ-1002,C-2811,742000,551000,191000,0,0,19,2025-05-11,2025-05-30
TXN000262,CUST9954,PROJ-1004,B-0501,525000,381000,144000,0,0,0,2024-12-09,2024-12-09
TXN000422,CUST2960,PROJ-1005,D-2604,322000,94000,228000,0,0,3,2024-04-01,2024-04-04
TXN001610,CUST1975,PROJ-1006,A-0607,341000,259000,82000,0,0,28,2024-12-21,2025-01-18
TXN001139,CUST1395,PROJ-1003,C-0405,1341000,1307000,0,34000,0,4,2025-11-30,2025-12-04
TXN000034,CUST7528,PROJ-1004,C-0902,1168000,0,1168000,0,0,10,2025-07-03,
TXN002177,CUST2310,PROJ-1005,D-2303,916000,0,916000,0,0,19,2025-02-11,
TXN002240,CUST8733,PROJ-1007,E-0305,754000,0,754000,0,0,12,2025-10-10,
TXN000247,CUST7745,PROJ-1003,E-2208,691000,691000,0,0,0,5,2025-01-28,2025-02-02
TXN000149,CUST6067,PROJ-1002,D-2312,1051000,1051000,0,0,0,28,2024-05-08,2024-06-05
TXN001732,CUST3572,PROJ-1004,A-2711,393000,263000,130000,0,0,13,2025-01-16,2025-01-29
TXN002061,CUST3521,PROJ-1005,B-1711,564000,541000,0,23000,0,13,2025-09-18,2025-10-01
TXN001655,CUST5353,PROJ-1002,B-1302,855000,470000,385000,0,0,14,2024-09-10,2024-09-24
TXN000406,CUST4739,PROJ-1006,C-1111,1545000,1545000,0,0,0,14,2025-03-31,2025-04-14
TXN001768,CUST9174,PROJ-1005,C-1607,1367000,1367000,0,0,0,9,2024-08-16,2024-08-25
TXN000912,CUST9606,PROJ-1004,E-0603,352000,352000,0,0,0,30,2024-12-25,2025-01-24
TXN002151,CUST1614,PROJ-1002,D-1010,499000,484000,0,15000,0,1,2024-06-04,2024-06-05
TXN000923,CUST9942,PROJ-1008,B-1307,373000,373000,0,0,0,12,2025-12-02,2025-12-14
TXN000575,CUST6036,PROJ-1004,B-0703,523000,523000,0,0,0,13,2025-05-10,2025-05-23
TXN001531,CUST1721,PROJ-1007,D-2909,786000,418000,368000,0,0,4,2024-08-17,2024-08-21
TXN001304,CUST8590,PROJ-1004,B-1401,753000,753000,0,0,0,5,2024-02-24,2024-02-29
TXN002428,CUST9213,PROJ-1003,C-2401,690000,0,690000,0,0,6,2025-10-26,
TXN001170,CUST4375,PROJ-1007,A-3005,426000,426000,0,0,0,29,2024-06-30,2024-07-29
TXN000982,CUST4795,PROJ-1002,C-0502,1179000,1179000,0,0,0,27,2024-02-10,2024-03-08
TXN002219,CUST8385,PROJ-1008,E-0901,320000,312000,0,8000,0,7,2025-09-12,2025-09-19
TXN002030,CUST7487,PROJ-1008,E-0106,552000,0,552000,0,0,15,2025-12-11,
TXN001598,CUST5201,PROJ-1008,A-2909,1655000,1655000,0,0,0,2,2025-10-23,2025-10-25
TXN001794,CUST4197,PROJ-1006,B-2207,364000,358000,0,6000,0,1,2025-06-29,2025-06-30
TXN002150,CUST4491,PROJ-1002,D-1609,1315000,1315000,0,0,0,3,2024-03-14,2024-03-17
TXN001907,CUST7121,PROJ-1005,A-1512,565000,255000,310000,0,0,30,2025-05-22,2025-06-21
TXN002124,CUST5889,PROJ-1007,C-2008,1332000,1310000,0,22000,0,2,2024-10-01,2024-10-03
TXN002543,CUST6263,PROJ-1006,A-2201,1110000,523000,587000,0,0,240,2024-02-07,2024-10-04
TXN000217,CUST8848,PROJ-1004,C-0607,1106000,0,1106000,0,0,10,2024-09-05,
TXN001748,CUST3736,PROJ-1006,A-2109,1211000,1211000,0,0,0,10,2024-03-17,2024-03-27
TXN001454,CUST9092,PROJ-1004,A-2611,1667000,1126000,541000,0,35000,0,2025-01-12,2025-01-12
TXN000365,CUST3293,PROJ-1005,E-0705,340000,234000,106000,0,0,5,2025-08-15,2025-08-20
TXN001585,CUST1382,PROJ-1007,E-0803,346000,331000,0,15000,0,7,2025-10-08,2025-10-15
TXN000783,CUST5484,PROJ-1008,A-2610,1003000,1003000,0,0,0,1,2025-08-08,2025-08-09
TXN001599,CUST7769,PROJ-1008,E-1810,1032000,1032000,0,0,0,14,2025-04-28,2025-05-12
TXN000383,CUST8925,PROJ-1006,C-1010,1612000,960000,652000,0,0,6,2024-08-23,2024-08-29
TXN002471,CUST5527,PROJ-1006,E-0103,1486000,1711000,-225000,0,0,15,2025-05-30,2025-06-14
TXN002041,CUST1566,PROJ-1007,C-2006,1128000,1128000,0,0,0,10,2024-02-08,2024-02-18
TXN001761,CUST7071,PROJ-1008,A-0201,648000,286000,362000,0,0,21,2025-08-29,2025-09-19
TXN001283,CUST2825,PROJ-1001,C-2012,1098000,1098000,0,0,0,13,2025-08-07,2025-08-20
TXN000333,CUST8341,PROJ-1008,A-2808,831000,808000,0,23000,0,0,2025-02-26,2025-02-26
TXN001932,CUST8050,PROJ-1006,B-0602,1377000,783000,594000,0,0,13,2024-02-21,2024-03-05
TXN001133,CUST7978,PROJ-1008,E-0612,1295000,1295000,0,0,0,27,2025-09-09,2025-10-06
TXN000994,CUST6054,PROJ-1001,D-1404,1349000,1349000,0,0,0,9,2025-09-20,2025-09-29
TXN001864,CUST4055,PROJ-1002,B-2801,510000,493000,0,17000,0,7,2024-09-02,2024-09-09
TXN001808,CUST3224,PROJ-1008,D-0408,1731000,1731000,0,0,0,27,2025-07-20,2025-08-16
TXN001882,CUST3003,PROJ-1007,C-1604,1707000,482000,1225000,0,0,22,2024-03-19,2024-04-10
TXN002419,CUST5213,PROJ-1007,C-0805,1852000,1236000,616000,0,0,4,2025-03-22,2025-03-26
TXN001783,CUST1605,PROJ-1001,A-0209,2162000,2162000,0,0,0,16,2024-08-27,2024-09-12
TXN000480,CUST6793,PROJ-1006,A-0505,478000,259000,219000,0,0,2,2025-02-02,2025-02-04
TXN000250,CUST9185,PROJ-1004,E-0309,489000,265000,224000,0,0,7,2025-01-09,2025-01-16
TXN001891,CUST9256,PROJ-1007,D-2001,1204000,1204000,0,0,0,30,2025-06-19,2025-07-19
TXN002509,CUST8807,PROJ-1006,A-1107,1034000,725000,70000,239000,0,23,2025-09-20,2025-10-13
TXN001004,CUST3315,PROJ-1002,D-2008,2188000,2188000,0,0,0,4,2025-02-25,2025-03-01
TXN001875,CUST7265,PROJ-1007,E-1208,1218000,504000,714000,0,30000,9,2025-03-23,2025-04-01
TXN000566,CUST4678,PROJ-1008,A-2601,875000,240000,635000,0,0,21,2025-11-12,2025-12-03
TXN002014,CUST3258,PROJ-1001,D-0312,1632000,0,1596000,36000,0,6,2024-01-07,
TXN001802,CUST5833,PROJ-1004,B-1702,1346000,602000,744000,0,0,21,2024-02-05,2024-02-26
TXN002322,CUST9069,PROJ-1002,B-2111,1226000,1226000,0,0,0,2,2024-04-06,2024-04-08
TXN001317,CUST1501,PROJ-1008,C-1202,1047000,0,1047000,0,0,18,2025-02-09,
TXN000293,CUST9773,PROJ-1007,D-1904,813000,776000,0,37000,0,15,2025-06-13,2025-06-28
TXN001969,CUST1315,PROJ-1001,D-0509,2384000,2384000,0,0,0,10,2025-10-18,2025-10-28
TXN000503,CUST2854,PROJ-1006,E-1612,374000,243000,131000,0,0,6,2024-10-13,2024-10-19
TXN000548,CUST4354,PROJ-1002,B-1104,1238000,895000,343000,0,0,3,2025-12-20,2025-12-23
TXN002054,CUST1060,PROJ-1004,E-2808,811000,191000,620000,0,0,6,2024-05-24,2024-05-30
TXN000416,CUST6253,PROJ-1004,A-0501,1046000,1046000,0,0,0,13,2025-03-24,2025-04-06
TXN002584,CUST1476,PROJ-1004,B-0707,1602000,1549000,0,53000,0,-21,2024-07-12,2024-06-21
TXN000221,CUST6890,PROJ-1001,E-2011,357000,357000,0,0,0,9,2025-10-24,2025-11-02
TXN001080,CUST1199,PROJ-1008,E-2904,981000,981000,0,0,0,7,2024-12-03,2024-12-10
TXN002073,CUST8679,PROJ-1002,E-1703,1617000,1581000,0,36000,0,6,2024-11-15,2024-11-21
TXN002336,CUST1183,PROJ-1005,B-1003,779000,779000,0,0,0,7,2025-09-23,2025-09-30
TXN000256,CUST6488,PROJ-1001,D-0909,438000,438000,0,0,0,7,2025-04-11,2025-04-18
TXN000203,CUST3937,PROJ-1007,A-3002,1312000,1312000,0,0,0,3,2024-12-28,2024-12-31
TXN002368,CUST6802,PROJ-1003,B-1512,1325000,1325000,0,0,0,6,2024-09-02,2024-09-08
TXN002231,CUST3307,PROJ-1005,B-1011,1313000,1313000,0,0,0,7,2025-11-05,2025-11-12
TXN001734,CUST9697,PROJ-1002,C-0909,1123000,789000,334000,0,0,0,2025-11-20,2025-11-20
TXN000672,CUST4152,PROJ-1002,E-1810,599000,599000,0,0,0,1,2024-01-20,2024-01-21
TXN000281,CUST3580,PROJ-1003,D-2611,1181000,1181000,0,0,0,14,2025-09-20,2025-10-04
TXN001796,CUST9229,PROJ-1002,A-0205,864000,280000,584000,0,0,22,2024-03-12,2024-04-03
TXN001409,CUST2204,PROJ-1003,B-1505,1154000,0,1154000,0,0,9,2025-12-13,
TXN002313,CUST5885,PROJ-1002,B-2111,496000,496000,0,0,0,30,2025-02-10,2025-03-12
TXN002158,CUST7637,PROJ-1006,C-0105,508000,508000,0,0,0,24,2025-10-31,2025-11-24
TXN001764,CUST1511,PROJ-1001,A-2104,890000,890000,0,0,0,4,2024-10-29,2024-11-02
TXN001982,CUST3528,PROJ-1007,E-3012,2150000,2150000,0,0,0,19,2025-05-03,2025-05-22
TXN000326,CUST3793,PROJ-1003,C-1208,1563000,484000,1079000,0,0,5,2025-02-14,2025-02-19
TXN001155,CUST2042,PROJ-1002,E-1412,804000,247000,557000,0,0,0,2024-07-04,2024-07-04
TXN000761,CUST6605,PROJ-1002,A-1904,1009000,1009000,0,0,0,11,2024-01-08,2024-01-19
TXN000941,CUST2409,PROJ-1004,E-0111,407000,402000,0,5000,10000,4,2024-03-14,2024-03-18
TXN002512,CUST3062,PROJ-1003,C-0910,635000,635000,0,-710000,0,14,2025-09-01,2025-09-15
TXN001400,CUST6569,PROJ-1001,A-1011,453000,453000,0,0,0,2,2024-12-29,2024-12-31
TXN000061,CUST4545,PROJ-1004,D-0912,2100000,793000,1307000,0,0,2,2025-01-04,2025-01-06
TXN001092,CUST7834,PROJ-1007,A-2507,514000,0,514000,0,0,0,2024-10-07,
TXN002587,CUST3710,PROJ-1006,B-1103,1869000,686000,1183000,0,853000,15,2024-09-11,2024-09-26
TXN002064,CUST9628,PROJ-1005,A-1006,543000,543000,0,0,0,7,2025-12-08,2025-12-15
TXN000254,CUST8428,PROJ-1002,E-2001,1498000,1498000,0,0,0,1,2025-12-25,2025-12-26
TXN000785,CUST4399,PROJ-1002,A-0610,606000,606000,0,0,0,8,2024-05-11,2024-05-19
TXN000141,CUST7955,PROJ-1002,A-1410,1172000,1172000,0,0,0,4,2024-10-29,2024-11-02
TXN001444,CUST7597,PROJ-1001,D-0807,1307000,1307000,0,0,32000,1,2024-05-27,2024-05-28
TXN000252,CUST7939,PROJ-1007,D-0311,2128000,2128000,0,0,0,24,2025-06-07,2025-07-01
TXN001030,CUST5469,PROJ-1004,B-0605,1531000,1531000,0,0,0,5,2025-01-07,2025-01-12
TXN001005,CUST3467,PROJ-1006,A-1112,2256000,1527000,729000,0,50000,7,2025-07-12,2025-07-19
TXN001353,CUST1275,PROJ-1002,D-0712,778000,267000,511000,0,0,0,2025-02-21,2025-02-21
TXN001601,CUST1581,PROJ-1002,C-1101,969000,969000,0,0,0,2,2025-12-02,2025-12-04
TXN001626,CUST1404,PROJ-1008,E-0501,620000,322000,285000,13000,0,2,2024-07-04,2024-07-06
TXN001935,CUST1899,PROJ-1007,D-1403,795000,0,795000,0,0,0,2024-01-11,
TXN000288,CUST6424,PROJ-1002,B-0707,2133000,2133000,0,0,0,5,2024-02-20,2024-02-25
TXN000623,CUST6198,PROJ-1002,E-1403,923000,923000,0,0,0,13,2024-10-14,2024-10-27
TXN001215,CUST8091,PROJ-1008,D-2803,1198000,1140000,0,58000,0,9,2025-05-03,2025-05-12
TXN000861,CUST8699,PROJ-1003,B-2104,1396000,0,1351000,45000,0,13,2025-01-05,
TXN000014,CUST2290,PROJ-1004,A-2408,579000,579000,0,0,0,2,2025-07-16,2025-07-18
TXN000878,CUST7265,PROJ-1002,A-2412,1076000,1076000,0,0,0,22,2025-10-30,2025-11-21
TXN000999,CUST2391,PROJ-1005,A-0309,521000,499000,0,22000,0,14,2025-08-25,2025-09-08
TXN000913,CUST8970,PROJ-1005,C-1208,485000,485000,0,0,0,18,2025-11-10,2025-11-28
TXN000435,CUST7090,PROJ-1006,D-2511,1366000,1366000,0,0,0,5,2024-08-07,2024-08-12
TXN001881,CUST6338,PROJ-1001,A-2702,1756000,0,1756000,0,0,16,2025-05-17,
TXN001539,CUST7563,PROJ-1002,C-2512,387000,192000,195000,0,0,1,2024-09-25,2024-09-26
TXN002502,CUST9194,PROJ-1006,A-2011,507000,282000,0,225000,0,29,2025-09-15,2025-10-14
TXN002318,CUST3101,PROJ-1003,E-0605,630000,630000,0,0,12000,14,2025-08-20,2025-09-03
TXN000627,CUST4479,PROJ-1005,E-0109,1379000,836000,543000,0,0,0,2024-12-02,2024-12-02
TXN000588,CUST9032,PROJ-1008,E-0909,1649000,0,1649000,0,0,13,2024-02-02,
TXN000778,CUST5626,PROJ-1005,B-2309,602000,411000,168000,23000,0,4,2025-12-27,2025-12-31
TXN001514,CUST5165,PROJ-1008,D-2907,1363000,1335000,0,28000,0,12,2024-05-21,2024-06-02
TXN002392,CUST6034,PROJ-1001,C-0108,1059000,1020000,0,39000,0,5,2025-02-21,2025-02-26
TXN000451,CUST4054,PROJ-1002,B-1708,2494000,2454000,0,40000,0,13,2025-02-06,2025-02-19
TXN001960,CUST1099,PROJ-1008,E-1405,1550000,1501000,0,49000,0,9,2025-12-13,2025-12-22
TXN001104,CUST3465,PROJ-1007,C-2804,2415000,773000,1642000,0,0,24,2025-08-11,2025-09-04
TXN001074,CUST8507,PROJ-1002,D-2504,1159000,718000,441000,0,0,3,2025-08-04,2025-08-07
TXN000324,CUST2475,PROJ-1003,E-0312,434000,0,434000,0,0,14,2024-09-27,
TXN000057,CUST9098,PROJ-1001,C-0608,972000,603000,369000,0,0,8,2024-10-09,2024-10-17
TXN000788,CUST9818,PROJ-1006,E-0712,323000,323000,0,0,0,27,2024-08-08,2024-09-04
TXN001813,CUST4811,PROJ-1003,A-2001,1272000,1272000,0,0,30000,12,2024-02-27,2024-03-10
TXN002401,CUST2447,PROJ-1006,C-1103,474000,0,474000,0,0,0,2025-10-19,
TXN001230,CUST9596,PROJ-1001,D-2107,1175000,1175000,0,0,0,14,2024-04-28,2024-05-12
TXN001690,CUST7326,PROJ-1001,C-1907,1391000,1391000,0,0,0,8,2025-10-12,2025-10-20
TXN001918,CUST8757,PROJ-1005,C-0511,2320000,2320000,0,0,0,12,2024-05-25,2024-06-06
TXN000746,CUST9836,PROJ-1004,A-3011,833000,833000,0,0,0,10,2025-03-28,2025-04-07
TXN002269,CUST5189,PROJ-1008,A-2407,2034000,2034000,0,0,0,3,2025-01-16,2025-01-19
TXN000658,CUST4232,PROJ-1007,C-0301,1701000,871000,830000,0,0,4,2025-07-07,2025-07-11
TXN000510,CUST1890,PROJ-1006,C-2502,388000,388000,0,0,0,3,2025-06-29,2025-07-02
TXN001913,CUST1118,PROJ-1003,E-0106,2129000,2129000,0,0,0,13,2024-10-02,2024-10-15
TXN000201,CUST1794,PROJ-1002,A-1403,671000,671000,0,0,12000,10,2025-09-24,2025-10-04
TXN002108,CUST3993,PROJ-1003,D-2208,1392000,1392000,0,0,0,0,2024-02-16,2024-02-16
TXN000404,CUST9821,PROJ-1004,B-2505,1141000,837000,304000,0,0,9,2025-01-25,2025-02-03
TXN000121,CUST6401,PROJ-1002,A-1811,798000,0,798000,0,0,4,2025-09-09,
TXN001870,CUST9562,PROJ-1008,A-1603,1128000,1128000,0,0,0,1,2025-03-01,2025-03-02
TXN001903,CUST1532,PROJ-1004,D-2506,864000,448000,398000,18000,0,12,2024-04-21,2024-05-03
TXN001947,CUST9277,PROJ-1008,E-0905,1079000,733000,305000,41000,0,20,2024-12-25,2025-01-14
TXN001065,CUST9727,PROJ-1001,C-2508,703000,0,703000,0,0,6,2025-02-24,
TXN002560,CUST8499,PROJ-1003,C-2208,1564000,1564000,545000,0,0,3,2024-08-15,2024-08-18
TXN001743,CUST2023,PROJ-1003,A-1507,2463000,1872000,591000,0,0,2,2024-08-20,2024-08-22
TXN001297,CUST3814,PROJ-1006,C-1701,2058000,2058000,0,0,0,2,2025-04-25,2025-04-27
TXN001724,CUST5992,PROJ-1001,E-2709,1033000,1033000,0,0,0,0,2025-04-20,2025-04-20
TXN000669,CUST6534,PROJ-1008,D-1612,1279000,1279000,0,0,0,11,2025-04-05,2025-04-16
TXN001231,CUST4725,PROJ-1005,B-0211,1051000,1006000,0,45000,0,13,2024-08-12,2024-08-25
TXN000367,CUST3193,PROJ-1005,D-1709,508000,0,508000,0,6000,5,2025-09-20,
TXN002290,CUST3878,PROJ-1003,B-0404,939000,939000,0,0,0,2,2025-04-22,2025-04-24
TXN000721,CUST9808,PROJ-1007,C-1110,598000,598000,0,0,0,8,2024-12-04,2024-12-12
TXN001165,CUST5629,PROJ-1004,C-0508,907000,907000,0,0,0,7,2024-03-25,2024-04-01
TXN001278,CUST5047,PROJ-1005,B-2011,992000,992000,0,0,0,7,2025-02-05,2025-02-12
TXN000465,CUST3930,PROJ-1001,D-1912,1077000,315000,741000,21000,0,1,2024-05-06,2024-05-07
TXN002175,CUST3633,PROJ-1007,E-2807,1082000,1082000,0,0,0,4,2024-07-03,2024-07-07
TXN000733,CUST8606,PROJ-1006,D-1502,588000,588000,0,0,0,15,2025-04-27,2025-05-12
TXN000847,CUST7233,PROJ-1007,B-0206,704000,704000,0,0,0,0,2024-12-09,2024-12-09
TXN001171,CUST7091,PROJ-1004,D-0203,858000,0,858000,0,0,18,2025-11-27,
TXN000354,CUST3742,PROJ-1002,E-1801,411000,187000,224000,0,0,2,2024-04-16,2024-04-18
TXN002279,CUST4666,PROJ-1004,D-2006,682000,682000,0,0,0,3,2024-05-25,2024-05-28
TXN000789,CUST6882,PROJ-1004,C-0512,1885000,0,1854000,31000,0,14,2025-02-13,
TXN002238,CUST7575,PROJ-1003,C-1810,874000,874000,0,0,0,23,2025-07-23,2025-08-15
TXN000532,CUST9570,PROJ-1005,D-1404,639000,639000,0,0,0,10,2024-03-31,2024-04-10
TXN000263,CUST6038,PROJ-1007,A-0709,1040000,0,1040000,0,0,8,2025-12-29,
TXN001153,CUST8058,PROJ-1008,B-1304,825000,825000,0,0,0,15,2025-08-06,2025-08-21
TXN000505,CUST1864,PROJ-1005,C-1801,976000,442000,534000,0,0,4,2024-10-28,2024-11-01
TXN002008,CUST2924,PROJ-1001,E-2310,584000,460000,124000,0,0,1,2024-08-15,2024-08-16
TXN000441,CUST1187,PROJ-1004,D-0205,1086000,1086000,0,0,0,3,2025-12-15,2025-12-18
TXN000377,CUST2127,PROJ-1008,B-1307,714000,483000,211000,20000,0,1,2025-09-12,2025-09-13
TXN000969,CUST1418,PROJ-1003,A-2004,1336000,839000,497000,0,0,5,2024-08-08,2024-08-13
TXN000270,CUST3141,PROJ-1004,B-2707,1520000,1520000,0,0,0,23,2024-09-22,2024-10-15
TXN001845,CUST3305,PROJ-1007,A-1706,1147000,0,1147000,0,0,7,2025-04-23,
TXN001313,CUST6349,PROJ-1006,E-0511,2091000,726000,1365000,0,0,6,2024-01-23,2024-01-29
TXN002065,CUST6273,PROJ-1001,D-2111,863000,863000,0,0,0,14,2025-10-05,2025-10-19
TXN001816,CUST4353,PROJ-1007,B-0606,560000,560000,0,0,0,3,2024-01-15,2024-01-18
TXN000024,CUST2122,PROJ-1003,E-0311,1023000,977000,0,46000,0,1,2025-09-26,2025-09-27
TXN002437,CUST1782,PROJ-1001,A-0406,1285000,1285000,0,0,0,3,2024-09-26,2024-09-29
TXN001770,CUST4574,PROJ-1006,A-0612,1118000,1100000,0,18000,0,24,2024-04-03,2024-04-27
TXN002501,CUST1802,PROJ-1007,A-2805,1267000,1267000,0,0,0,226,2025-05-12,2025-12-24
